id,title
88,Fonoaudiología
89,Geografía
90,Historia
91,Ingeniería
92,Ingeniería Comercial
93,Ingeniería Forestal
94,Kinesiología
95,Letras Hispánicas
96,Letras Inglesas
97,Matemáticas
98,Medicina
99,Música
100,Nutrición y Dietética
101,Odontología
102,Pedagogía de Educación Media en Física
103,Pedagogía Educación General Básica - Villarrica
104,Pedagogía Educación Media en Ciencias Naturales y Biología
105,Pedagogía Educación Media en Matemática
106,Pedagogía Educación Media en Química
107,Pedagogía en Educación Parvularia.
108,Pedagogía en Educación Parvularia.
109,Pedagogía General Básica
110,Periodismo
111,Psicología
112,Publicidad
113,Química
114,Química y Farmacia
115,Sociología
116,Teología
117,Trabajo Social
118,Enfermería
119,Agronomía
120,Agronomía
121,Antropología
122,Arquitectura
123,Artes Visuales
124,Astronomia
125,Auditoría
126,Auditoría
127,Bachillerato en Humanidades
128,Bioingenieria
129,Biología
130,Biología Marina
131,Bioquímica
132,Ciencias Físicas
133,Ciencias Políticas y Administrativas
134,Derecho
135,Derecho
136,Educación Básica
137,Educación Básica
138,Educación Diferencial
139,Educación Diferencial
140,Educación Parvularia
141,Erfermería
142,Enfermería
143,Enfermería
144,Fonoaudiología
145,Geofísica
146,Geografía
147,Geología
148,Ingeniería Agroindustrial
149,Ingeniería Ambiental
150,Ingeniería Ambiental - Chillán
151,Ingeniería Civil
152,Ingeniería Civil - Primer Año Común
153,Ingeniería Civil Aeroespacial
154,Ingeniería Civil Agrícola - Chillán
155,Ingeniería Civil Biomédica
156,Ingenierá Civil Materiales
157,Ingeniería Civil de Minas
158,Ingeniería Civil Eléctrica
159,Ingeniería Civil Electrónica
160,Ingeniería Civil en Telecomunicaciones
161,Ingeniería Civil Industrial
162,Ingeniería Civil Informática
163,Ingeniería Civil Matemática
164,Ingeniería Civil Mecánica
165,Ingeniería Civil Metalúrgica
166,Ingeniería Civil Química
167,Ingeniería Comercial
168,Ingeniería Comercial - Chillán
169,Ingeniería Comercial -  Los Ángeles
170,Ingeniería en Biotecnología Marina y Acuicultura
171,Ingeniería en Biotecnología Vegetal
172,Ingeniería en Biotecnología Vegetal - Los Ángeles
173,Ingeniería en Conservación de Recursos Naturales 
174,Ingeniería en Prevención de Riesgos  - Los Ángeles
175,Ingeniería Estadística
176,Ingeniería Forestal
177,Ingeniería Geomática - Los Ángeles
178,Kinesiología
179,Licenciatura en Historia
180,Licenciatura en Matemáticas
181,Licenciatura en Química
182,Medicina
183,Medicina Veterinaria.
184,Medicina Veterinaria - Chillán
185,Nutrición y Dietética
186,Obstetricia y Puericultura
187,Odontología
188,Pedagogía en Artes Plásticas
189,Pedagogía en Ciencias Naturales y Biología 
190,Pedagogía en Ciencias Naturales y Biología - Los Ángeles
191,Pedagogía en Ciencias Naturales y Física
192,Pedagogía en Ciencias Naturales y Química
193,Pedagogía en Educación Física 
194,Pedagogía en Educación Musical 
195,Pedagogía en Español
196,Pedagogía en Filosofía
197,Pedagogía en Historia y Geografía 
198,Pedagogía en Inglés
199,Pedagogía en Matemática y Computación
200,Pedagogía en Matemática y Educación Tecnológica - Los Ángeles
201,Periodismo
202,Psicología
203,Química y Farmacia 
204,Químico Analista
205,Sociología
206,Tecnología Médica
207,Trabajo Social
208,Traducción - Interpretación en Idiomas Extrajeros
209,Administración Pública
210,Arquitectura
211,Bachillerato en Ciencias y Humanidades 
212,Bioquímica y Licenciatura en Bioquímica 
213,Contador Público y Auditor
214,Contador Público y Auditor - Vespertino
215,Derecho
216,Enfermería
217,Ingeniería Ambiental
218,Ingeniería Civil en Electricidad
219,Ingeniería Civil en Geografía
220,Ingeniería Civil en Industrias
221, Ingeniería Civil en Informática 
222,Ingeniería Civil en Mecánica
223,Ingeniería Civil en Metalurgia
224,Ingeniería Civil en Minas
225,Ingeniería Civil en Obras Civiles 
226,Ingeniería Civil en Química
227,Ingeniería Comercial
228,Ingeniería de Alimentos
229,Ingeniería de Ejecución en Climatización
230,Ingeniería de Ejecución en Computación e Informática
231,Ingeniería de Ejecución en Electricidad
232,Ingeniería de Ejecución en Geomensura
233,Ingeniería de Ejecución en Industria
234,Ingeniería de Ejecución en Mecánica
235,Ingeniería de Ejecución en Metalurgia
236,Ingeniería de Ejecución en Minas
237,Ingeniería de Ejecución en Química 
238,Ingeniería en Agronegocios
239,Ingeniería en Biotecnología 
240,Ingeniería Estadística
241,Ingeniería Física 
242,Ingeniería Matemática
243,Kinesiología
244,Licenciatura en Ciencias de la Actividad Física / Terapeuta en Actividad Física
245,Licenciatura en Ciencias de la Actividad Física /Entrenador Deportivo
246,Licenciatura en Ciencias de la Computación
247,Licenciatura en Estudios Internacionales
248,Licenciatura en Historia 
249,Licenciatura en Lingüística Aplicada a la Traducción en Inglés - Japonés e Inglés - Portugués
250,Medicina
251,Obstetricia y Puericultura
252,Pedagogía en Castellano / Licenciatura en Educación en Castellano
253,Pedagogía en Educación Física / Licenciatura en Ciencias de la Actividad Física
254,Pedagogía en Educación General Básica / Licenciatura en Educación General Básica 
255,Pedagogía en Filosofía / Licenciatura en Educación en Filosofía
256,Pedagogía en Física y Matemática / Licenciatura en Educación en Física y Matemática 
257,Pedagogía en Historia y Ciencias Sociales / Licenciatura en Educación en Historia y Ciencias Sociales
258,Pedagogía en Inglés / Licenciatura en Educación en Inglés
259,Pedagogía en Matemática y Computación / Licenciatura en Educación en Matemática y Computación 
260,Pedagogía en Química y Biología 
261,Periodismo
262,Psicología
263,Publicidad
264,Química y Farmacia
265,Química y Licenciatura en Química
266,Técnico Universitario en Análisis Químico y Físico
267,Técnico Universitario en Análisis Químico y Físico - Vespertino
268,Tecnólogo en Administración de Personal
269,Tecnólogo en Alimentos 
270,Tecnólogo en Automatización Industrial 
271,Tecnólogo en Construcciones 
272,Tecnólogo en Control Industrial 
273,Tecnólogo en Diseño Industrial
274,Tecnólogo en Mantenimiento Industrial
275,Tecnólogo en Telecomunicaciones
276,Terapia Ocupacional
277,Construcción Civil
278,Ingeniería Civil
279,Ingeniería Civil Ambiental
280,Ingeniería Civil de Minas
281,Ingeniería Civil de Minas
282,Ingeniería Civil Eléctrica
283,Ingeniería Civil Eléctrica
284,Ingeniería Civil Electrónica 
285,Ingeniería Civil Industrial 
286,Ingeniería Civil Industrial 
287,Ingeniería Civil Informática 
288,Ingeniería Civil Informática 
289,Ingeniería Civil Matemática
290,Ingeniería Civil Matemática
291,Ingeniería Civil Mecánica
292,Ingeniería Civil Mecánica
293,Ingeniería Civil Metalúrgica
294,Ingeniería Civil Plan Común 
295,Ingeniería Civil Plan Común 
296,Ingeniería Civil Química
297,Ingeniería Civil Química
298,Ingeniería Civil Telemática
299,Ingeniería Comercial 
300,Ingeniería Comercial 
301,Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial 
302,Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial 
303,Ingeniería en Aviación Comercial
304,Ingeniería en Diseño de Productos
305,Arquitectura
306,Ingeniería en Fabricación y Diseño Industrial
307,Ingeniería en Prevención de Riesgos Laborales y Ambientales 
308,Ingeniería en Prevención de Riesgos Laborales y Ambientales 
309,Licenciatura en Ciencias mención Física
310,Técnico Universitario en Electricidad 
311,Técnico Universitario en Electricidad 
312,Agronomía
313,Arquitectura
314,Bachillerato en Ciencias
315,Bioquímica
316,Contador Auditor
317,Derecho
318,Diseño Gráfico
319,Diseño Industrial
320,Educación Básica
321,Educación Especial - Diferencial
322,Educación Física
323,Educación Parvularia
324,Estadística
325,Geografía
326,Ingeniería Civil
327,Ingeniería Civil Bioquímica
328,Ingeniería Civil Eleéctrica
329,Ingeniería Civil Electrónica
330,Ingeniería civila Metalúrgica Extractiva
331,Ingeniería Civil Industrial
332,Ingeniería Civil Informática
333,Ingeniería Civil Mecánica
334,Ingeniería Civil Química
335,Ingerniería Comercial
336,Ingeniería de Alimentos
337,Ingeniería de Ejecución en Bioprocesos 
338,Ingeniería de Ejecución en Informática
339,Ingeniería Eléctrica
340,Ingeniería Electrónica
341,Ingeniería en Construcción 
342,Ingeniería Mecánica
343,Interpretación Inglés Español
344,Interpretación Musical con mención en Instrumento Principal 
345,Kinesiología 
346,Licenciatura en Arte
347,Licenciatura en Biología
348,Licenciatura en Ciencias y Artes Musicales
349,Licenciatura en Filosofía
350,Licenciatura en Física
351,Licentura en Historía con mención en Ciencia Política
352,Licenciatura en Matemáticas
353,Oceanografía
354,Pedagogía de Biologíoa y Ciencias Naturales
355,Pedagogía en Castellano y Comunicación
356,Pedagogía en Filosofía
357,Pedagogía en Física
358,Pedagogía en Historia, Geografía y Ciencias Sociales
359,Pedagogía en Inglés
360,Pedagogía en Matemáticas
361,Pedagogía en Música
362,Pedagogía en Química y Ciencias Naturales
363,Periodismo
364,Psicología
365,Química Industrial
366,Tecnología Médica con Mención en Oftalmología y Contactología
367,Trabajo Social
368,Traducción Inglés Español
369,Administración Empresas de Turismo
370,Agronomía 
371,Antropología
372,Arquitectura
373,Auditoría
374,Bachillerato en Ciencias de la Ingeniería 
375,Bachillerato en Ciencias de la Ingeniería 
376,Bachillerato en Ciencias y Recursos Naturales
377,Biología Marina
378,Bioquímica 
379,Derecho
380,Enfermería 
381,Enfermería 
382,Fonoaudiología
383,Geografía
384,Geología 
385,Ingeniería Civil Acústica 
386,Ingeniería Civil Electrónica
387,Ingeniería Civil en Informática 
388,Ingeniería Civil en Obras Civiles 
389,Ingeniería Civil Industrial 
390,Ingeniería Civil Industrial 
391,Ingeniería Civil Mecánica
392,Ingeniería Comercial
393,Ingeniería Comercial
394,Ingeniería en Alimentos 
395,Ingeniería en Conservación de Recursos Naturales - Ingeniería Forestal 
396,Ingeniería en Construcción 
397,Ingeniería en Información y Control de Gestión
398,Ingeniería Naval 
399,Kinesiología
400,Licenciatura en Artes Visuales
401,Licenciatura en Ciencias 
402,Medicina 
403,Medicina Veterinaria
404,Obstetricia y Puericultura 
405,Odontología
406,Pedagogía en Comunicación en Lengua Inglesa
407,Pedagogía en Educación Básica 
408,Pedagogía en Educación Básica 
409,Pedagogía en Educación Diferencial
410,Pedagogía en Educación Física, Deportes y Recreación
411,Pedagogía en Historia y Ciencias Sociales
412,Pedagogía en Lenguaje y Comunicación
413,Pedagogía en Matemáticas 
414,Periodismo 
415,Psicología 
416,Psicología Puerto Montt
417,Química y Farmacia
418,Tecnología Médica 
419,Tecnología Médica Puerto Montt
420,Terapia Ocupacional 
421,Arquitectura
422,Artes Visuales
423,Bachillerato en Ciencias Sociales y Humanidades
424,Ciencia Política
425,Contador Auditor - Contador Público
426,Contador Auditor - Contador Público
427,Derecho
428,Diseño
429,Enfermería 
430,Ingeniería Civil en Informática y Telecomunicaciones
431,Ingeniería Civil en Obras Civiles 
432,Ingeniería Civil Industrial
433,Ingeniería Civil Plan Común 
434,Ingeniería Comercial
435,Ingeniería en Administración de Empresas (V)
436,Ingeniería en Control de Gestión
437,Ingeniería en Industria y Logística (V)
438,Ingeniería en Informática y Gestión (v)
439,Kinesiología
440,Licenciatura en Historia 
441,Literatura Creativa
442,Medicina
443,Obstetricia y Neonatología
444,Odontología
445,Pedagogía en Educación Diferencial con mención en Desarrollo Cognitivo
446,Pedagogía en Educación General Básica
447,Pedagogía en Educación Parvularia
448,Pedagogía en Inglés
449,Pedagogía Media en Historia y Ciencias Sociales
450,Pedagogía Media en Lengua Castellana y Comunicación
451,Periodismo
452,Psicología
453,Publicidad
454,Sociología
455,Tecnología Médica
456,Administración Pública
457,Agronomía
458,Arquitectura
459,Auditoría e Ingeniería en control de Gestión - Santiago
460,Auditoría e Ingeniería en control de Gestión - Talca
461,Contador Público y Auditor
462,Derecho - Santiago
463,Derecho - Talca
464,Diseño
465,Enfermería 
466,Fonoaudiología
467,Ingeniería Civil de Minas
468,Ingeniería Civil Eléctrica
469,Ingeniería Civil en Bioinformática
470,Ingeniería Civil en Computación
471,Ingeniería Civil en Mecatrónica
472,Ingeniería Civil en Obras Civiles 
473,Ingeniería Civil Industrial
474,Ingeniería Civil Mecánica
475,Ingeniería Comercial - Santiago
476,Ingeniería Comercial - Talca
477,Ingeniería en Desarrollo de Videojuegos y Realidad Virtual
478,Ingeniería en Informática Empresarial
479,Interpretación y Docencia Musical
480,Kinesiología
481,Medicina
482,Nutrición y Dietética
483,Odontología
484,Pedagogía de Educación Media en Inglés
485,Pedagogía en Educación General Básica con mención en Alemán
486,Pedagogía en Educación Media en Alemán
487,Pedagogía en Educación Media en Matemáticas
488,Pedagogía en Educación Parvularia con mención en Alemán
489,Pedagogía en Educación Parvularia con mención Inglés
490,Psicología
491,Tecnología Médica
492,Derecho
493,Derecho
494,Diseño
495,Ingeniería Civil
503,Ingeniería Comercial
504,Ingeniería Comercial
507,Periodismo
508,Periodismo
509,Psicología
510,Psicología
511,Agronomía
512,Bachillerato en Ciencias Sociales
513,Bioquímica
514,Biotecnología
515,Contador Público y Auditor
516,Derecho
517,Enfermería 
518,Fonoaudiología
519,Ingeniería Civil
520,Ingeniería Civil Ambiental
521,Ingeniería Civil Eléctrica
522,Ingeniería Civil Electrónica
523,Ingeniería Biotecnología
524,Ingeniería Civil Física
525,Ingeniería Civil Industrial mención Bioprocesos
526,Ingeniería Civil Industrial mención Informática
527,Ingeniería Civil Industrial mención Mecánica
528,Ingeniería Civil Informática
529,Ingeniería Civil Matemática
530,Ingeniería Civil Mecánica
531,Ingeniería Civil Química
532,Ingeniería Civil Telemático
533,Ingeniería Comercial
534,Ingeniería en Construcción 
535,Ingeniería en Recursos Naturales
536,Ingeniería Informática
537,Kinesioloogía
538,Medicina
539,Nutrición y Dietética
540,Obstetricia y Puericultura
541,Odontología
542,Pedagogía en Castellano y Comunicación
543,Pedagogía en Ciencias mención Biología
544,Pedagogía en Educación Física, Deporte y Recreación
545,Pedagogía en Historia, Geografía y Educación Cívica
546,Pedagogía en Inglés
547,Pedagogía en Matemática
548,Periodismo
549,Plan Común Ingeniería Civil
550,Psicología
551,Química y Farmacia
552,Sociología
553,Tecnología Médica
554,Terapia Ocupacional 
555,Trabajo Social
556,Administración Hotelera y Gastronómica
557,Administración Pública
558,Administración Pública - Santiago
559,Arquitectura
560,Auditoría
561,Auditoría - Vespertino
562,Auditoría - Santiago
563,Biología Marina
564,Cine
565,Derecho
566,Diseño
567,Educación Parvularia
568,Enfermería 
569,Enfermería - San Felipe
570,Fonoaudiología
571,Fonoaudiología - San Felipe
572,Gestión en Turismo y Cultura
573,Ingeniería Ambiental
574,Ingeniería Civil
575,Ingeniería Civil Biomédica
576,Ingeniería Civil Industrial
577,Ingeniería Civil Industrial - Santiago
578,Ingeniería Civil Informática
579,Ingeniería Civil Oceánica
580,Ingeniería Civil Oceánica
581,Ingeniería Comercial
582,Ingeniería Comercial - Santiago
583,Ingeniería en Construcción 
584,Ingeniería en Estadística
585,Ingeniería en Información y Control de Gestión
586,Ingeniería en Negocios Internacionales
587,Ingeniería en Negocios Internacionales - Santiago
588,Kinesiología
589,Licenciatura en Ciencias 
590,Licenciatura en Física (Menciones)
591,Matemáticas
592,Medicina
593,Medicina - San Felipe
594,Pedagogía en Música
595,Nutrición y Dietética
596,Obstetricia y Puericultura
597,Obstetricia y Puericultura - San Felipe
598,Odontología
599,Pedagogía en Filosofía
600,Pedagogía en Historia y Ciencias Sociales
601,Psicología
602,Química y Farmacia
603,Sociología
604,Teatro
605,Tecnología Médica
606,Tecnología Médica - San Felipe
607,Trabajo Social
608,Administración de Servicios
609,Bachillerato de Obstetricia y Puericultura
610,Bachillerato en Administración de Servicios
611,Bachillerato en Derecho
612,Bachillerato en Enfermería
613,Bachillerato en Humanidades
614,Bachillerato en Ingeniería Civíl
615,Bachillerato en Ingeniería Comercial
616,Bachillerato en Medicina
617,Bachillerato en Odontología
618,Bachillerato en Psicología  
619,Bachillerato Salud
620,Comunicación Audiovisual
621,Derecho
622,Educación de Párvulos
623,Enfermería
624,Filosofía
625,Fonoaudiología
626,Historia
627,Ingeniería Civil
628,Ingeniería Comercial
629,Kinesiología
630,Literatura
631,Medicina
632,Nutrición y Dietética
633,Obstetricia y Puericultura
634,Odontología
635,Pedagogía Básica
636,Pedagogía Media en Filosofía
637,Pedagoía Media en Historia y Ciencias Sociales
638,Pedagogía Media en Lengua y Literatura
639,Periodismo
640,Psicología
641,Publicidad
642,Terapia Ocupacional 
643,Arquitectura
644,Artes Visuales
645,Bachillerato en Ciencias
646,Bachillerato en Ciencias
647,Bachillerato en Ciencias
648,Bachillerato en Ciencias
649,Bachillerato en Humanidades
650,Biología Marina
651,Bioquímica
652,Contador Auditor
653,Contador Auditor
654,Contador Auditor
655,Derecho
656,Derecho
657,Diseño de Juegos Digitales
658,Diseño de Productos
659,Diseño de Vestuario y Textil
660,Diseño Gráfico
661,Ecoturismo
662,Ecoturismo
663,Ecoturismo
664,Educación Física
665,Educación Física
666,Educación Física
667,Educación General Básica
668,Educación Musical
669,Educación Parvularia
670,Enfermería
671,Enfermería
672,Enfermería
673,Fonoaudiología
674,Fonoaudiología
675,Fonoaudiología
676,Geología
677,Geología
678,Geología
679,Ingeniería Ambiental
680,Ingeniería Bioinformática
681,Ingeniería Civil
682,Ingeniería Civil
683,Ingeniería Civil en Metalurgia
684,Ingeniería Civil en Metalurgia
685,Ingeniería Civil en Metalurgia
686,Ingeniería Civil Industrial
687,Ingeniería Civil Industrial
688,Ingeniería Civil Industrial
689,Ingeniería Civil Informática
690,Ingeniería Civil Informática
691,Ingeniería Comercial
692,Ingeniería Comercial
693,Ingeniería Comercial
694,Ingeniería en Acuicultura
695,Ingeniería en Administración de Empresas
696,Ingeniería en Administración de Empresas
697,Ingeniería en Administración de Empresas
698,Ingeniería en Administración de Empresas
699,Ingeniería en Administración Hotelera Internacional
700,Ingeniería en Automatizaión y Robótica
701,Ingeniería en Biotecnología
702,Ingeniería en Biotecnología
703,Ingeniería en Computación e Informática
704,Ingeniería en Logística y Transporte
705,Ingeniería en Marina Mercante
706,Ingeniería en Marina Mercante
707,Ingeniería en Seguridad y Prevención de Riesgos
708,Ingeniería en Seguridad y Prevención de Riesgos
709,Ingeniería en Telecomunicaciones
710,Ingeniería Física
711,Ingeniería Geológica
712,Ingeniería Industrial
713,Ingeniería Industrial
714,Ingeniería Industrial
715,Kinesiología
716,Kinesiología
717,Kinesiología
718,Licenciatura en Astronomía
719,Licenciatura en Biología
720,Licenciatura en Filosofía
721,Licenciatura en Física
722,Licenciatura en Historia
723,Licenciatura en Letras Mencíon Literatura
724,Licenciatura en Química
725,Medicina
726,Medicina
727,Medicina
728,Medicina Veterinaria
729,Nutrición y Dietética
730,Nutrición y Dietética
731,Nutrición y Dietética
732,Obstetricia
733,Odontología
734,Odontología
735,Odontología
736,Pedagogía en Ingles
737,Pedagogía en Ingles
738,Pedagogía en Ingles
739,Periodismo
740,Programa de Pedagogía en Eduación Meda para Licenciados
741,Programa de Pedagogía en Eduación Meda para Licenciados
742,Programa de Pedagogía en Eduación Meda para Licenciados
743,Psicología
744,Psicología
745,Psicología
746,Psicopedagogía
747,Psicopedagogía
748,Psicopedagogía
749,Publicidad
750,Química y Farmacia
751,Química y Farmacia
752,Sociología
753,Sociología
754,Tecnología Médica
755,Tecnología Médica
756,Tecnología Médica
757,Terapia Ocupacional 
758,Terapia Ocupacional 
759,Terapia Ocupacional 
760,Trabajo Social
761,Trabajo Social
762,Trabajo Social
763,Analista Químico
764,Arquitectura
765,Biología Marina
766,Contador Auditor - Contador Público
767,Contador Auditor - Contador Público Vespertino
768,Derecho - Sede Antofagasta
769,Derecho - Sede Coquimbo
770,Enfermería
771,Geología
772,Ingeniería Civil
773,Ingeniería Civil Ambiental
774,Ingeniería Civil de Minas
775,Ingeniería Civil en Computación e Informática - Antofagasta
776,Ingeniería Civil en Computación e Informática - Coquimbo
777,Ingeniería Civil Industrial - Sede Antofagasta
778,Ingeniería Civil Industrial - Sede Coquimbo
779,Ingeniería Civil Metalúgica
780,Ingeniería Civil Plan Común
781,Ingeniería Civil Química
782,Ingeniería Comercial - Sede Antofagasta
783,Ingeniería Comercial - Sede Coquimbo
784,Ingeniería en Acuicultura
785,Ingeniería en Computación e Informática
786,Ingeniería en Construcción
787,Ingeniería en Información y Control de Gestión - Coquimbo
788,Ingeniería en Información y Control de Gestión - Antofagasta
789,Ingeniería en Metalurgia
790,Ingeniería en Prevención de Riesgos y Medio Ambiente - Antofagasta
791,Ingeniería en Prevención de Riesgos y Medio Ambiente - Coquimbo
792,Ingeniería en Procesos Químicos
793,Kinesiología
794,Licenciatura en Ciencias Religiosas
795,Licenciatura en Física con Mención en Astronomía
796,Licenciatura en Matemática
797,Medicina
798,Nutrición y Dietética
799,Pedagogía en Educación Básica con Especialización
800,Pedagogía en Filosofía y Religión
801,Pedagogía en Ingles
802,Pedagogía en Matemática en Educación Media 
803,Periodismo
804,Psicología
805,Química Industrial
806,Química y Farmacia
807,Agronomía
808,Antropología
809,Contador Auditor - Contador Público
810,Derecho
811,Derecho- Inique
812,Diseño Multimedia
813,Educación Párvularia
814,Educación Párvularia - Iquique
815,Enfermería
816,Enfermería - Iquique
817,Historia y Geografía Ingreso Común
818,Ingeniería Civil Eléctrica - Iquique
819,Ingeniería Civil en Computación e Informática
820,Ingeniería Civil en Informática - Iquique
821,Ingeniería Civil Industrial
822,Ingeniería Civil Industrial - Iquique
823,Ingeniería Civil y Ejecución Eléctrica - Electrónica Ingreso Común
824,Ingeniería Comercial
825,Ingeniería Comercial con mención en Gestión y Comercio Exterior
826,Ingeniería en Sistemas de Información y Control de Gestión
827,Ingeniería Mecánica y Mecatrónica
828,Ingeniería Química Ambiental
829,Kinesiología y Rehabilitación
830,Kinesiología y Rehabilitación - Iquique
831,Licenciatura en Inglés
832,Licenciatura en Lenguaje y Comunicación
833,Medicina
834,Nutrición y Dietética
835,Nutrición y Dietética - Iquique
836,Obstetricia y Puericultura
837,Pedagogía en Biología y Ciencias Naturales
838,Pedagogía en Castellano y Comunicación
839,Pedagogía en Educación Básica
840,Pedagogía en Educación Básica - Iquique
841,Pedagogía en Física y Matemática
842,Pedagogía en Historia y Geografía
843,Pedagogía en Inglés
844,Pedagogía en Matemáticas
845,Pedagogía en Química y Ciencias Naturales
846,Profesor de Educación Física
847,Psicología
848,Psicología - Iquique
849,Químico Laboratista
850,Tecnología Médica - Imagenología y Fisica Medica
851,Tecnología Médica - Laboratorio Clínico, Hematología y Banco de Sangre
852,Tecnología Médica - Oftalmología y Optometría
853,Trabajo Social
854,Trabajo Social - Iquique
855,Arquitectura
856,Bachillerato en Ciencias - Chillán
857,Bachillerato en Ciencias - Concepción
858,Contador Público y Auditor - Chillán
859,Contador Publico y Auditor - Concepción
860,Diseño Gráfico
861,Diseño Industrial
862,Enfermería
863,Fonoaudiología
864,Ingeniería Civil
865,Ingeniería Civil Eléctrica
866,Ingeniería Civil en Automatización
867,Ingeniería Civil en Idustrias de La Madera
868,Ingeniería Civil en Informática - Chillán
869,Ingeniería Civil en Informática - Concepción
870,Ingeniería Civil Industrial
871,Ingeniería Civil Mecánica
872,Ingeniería Civil Química
873,Ingeniería Comercial - Chillán
874,Ingeniería Comercial - Concepción
875,Ingeniería de Ejecución en Computación e Informática
876,Ingeniería de Ejecución en Electricidad
877,Ingeniería de Ejecución en Electrónica
878,Ingeniería de Ejecución en Mecánica
879,Ingeniería en Alimentos
880,Ingeniería en Construcción
881,Ingeniería en Estadística
882,Ingeniería en Recursos Naturales
883,Nutrición y Dietética
884,Pedagogía en Castellano y Comunicación
885,Pedagogía en Ciencias Naturales
886,Pedagogía en Educación Física
887,Pedagogía en Educación General Básica
888,Pedagogía en Educación Matemática
889,Pedagogía en Educación Parvularia
890,Pedagogía en Historia y Geografía
891,Pedagogía en Ingles
892,Psicología
893,Trabajo Social - Chillán
894,Trabajo Social - Concepción
895,Arquitectura
896,Arquitectura
897,Bachillerato en Ciencias Jurídicas y Humanidades
898,Bachillerato en Ingeniería Comercial
899,Bachillerato en Psicología
900,Ciencia Política y Políticas Públicas
901,Ciencia Política y Políticas Públicas
902,Cine
903,Derecho - Concepción
904,Derecho - Santiago
905,Diseño de Ambientes y Objetos
906,Diseño de Ambientes y Objetos
907,Diseño Digital
908,Diseño Gráfico
909,Diseño Gráfico
910,Enfermería
911,Enfermería
912,Fonoaudiología
913,Fonoaudiología
914,Geología
915,Ingeniería Civil en Minería
916,Ingeniería Civil en Minería
917,Ingeniería Civil en Obras Civiles
918,Ingeniería Civil Industrial
919,Ingeniería Civil Industrial
920,Ingeniería Comercial 
921,Ingeniería Comercial 
922,Kinesiología
923,Kinesiología
924,Medicina
925,Nutrición y Dietética
926,Nutrición y Dietética
927,Odontología
928,Odontología
929,Pedagogía en Educación Básica
930,Pedagogía en Educación de Párvulos
931,Periodismo
932,Periodismo
933,Psicología
934,Psicología
935,Publicidad
936,Tecnología Médica
937,Administración Pública
938,Antropología
939,Arqueología
940,Bachillerato en Filosofía
941,Bachillerato en Filosofía y Humanidades
942,Ciencia Política y Relaciones Internacionales
943,Contador Público Auditor
944,Contador Público Auditor (Vespertino)
945,Derecho
946,Educación Básica
947,Eduación Parvularia
948,Geografía
949,Gestión de la Información, Bibliotecología y Archivística
950,Ingeniería Comercial
951,Interpretación Superior mención Canto
952,Licenciatura en Filosofía
953,Licenciatura en Historia
954,Licenciatura en Lengua y Literatura
955,Licenciatura en Teoría e Historia del Arte
956,Pedagogía en Artes Visuales
